n; comparisons; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; swaps;
2100; 4418; 4309; 5888; 7394; 4825; 6266; 4695; 4514; 8133; 3794; 6936; 7885; 7047; 2834; 2477; 2307; 3084; 3518; 4349; 3316; 3727; 4616; 4545; 9456; 5227; 2971; 4682; 4333; 8841; 4568; 5117; 8166; 2668; 6175; 4917; 4580; 4613; 8833; 3242; 6908; 3926; 4069; 5630; 7192; 6184; 2574; 11149; 3743; 5644; 3752; 2171; 2075; 3232; 2678; 2295; 4035; 2061; 2722; 3676; 2331; 2091; 3057; 4251; 1952; 2023; 1963; 2556; 2011; 2423; 2299; 2274; 2539; 2039; 4444; 2882; 2077; 2312; 2894; 2574; 2131; 2872; 3231; 2102; 2765; 1999; 2039; 2510; 2839; 2387; 2322; 2167; 2278; 3124; 3275; 2448; 2143; 2252; 2803; 3110; 2541; 
2200; 6555; 8571; 7631; 7323; 6160; 9622; 4330; 3549; 7838; 8235; 8078; 6246; 7467; 5704; 5938; 6953; 10292; 8478; 6568; 7253; 4791; 6124; 5896; 9411; 9756; 5035; 9338; 5434; 5575; 3865; 5882; 6049; 10025; 6503; 5999; 6802; 6124; 6927; 7760; 9382; 6908; 6193; 6999; 10263; 6376; 5008; 8717; 8548; 6530; 9382; 3230; 3743; 3992; 4553; 2686; 6886; 2412; 1926; 2550; 3028; 3446; 3264; 4255; 3800; 1601; 2554; 7020; 3931; 3567; 5540; 3122; 3678; 4258; 5246; 3679; 1380; 6110; 2470; 1670; 1980; 2576; 3323; 6021; 2905; 3609; 4035; 3748; 2782; 3942; 4554; 2892; 3074; 2667; 4575; 3277; 1775; 3401; 5618; 1923; 2907; 
2300; 6192; 5049; 10777; 6679; 7790; 7891; 8023; 4698; 6026; 5924; 6040; 8215; 8581; 8373; 8667; 7554; 9860; 7395; 6327; 11197; 8920; 9234; 7726; 7363; 6510; 10003; 4108; 5596; 4899; 4208; 10831; 7641; 9048; 5030; 8041; 9387; 6277; 4293; 11558; 10408; 9122; 8242; 8039; 7190; 6160; 9063; 10566; 7545; 7157; 7220; 3537; 2136; 5981; 3280; 5192; 3847; 3777; 1447; 3153; 3404; 2445; 4809; 4988; 3930; 5126; 3885; 4569; 4605; 4312; 5957; 5806; 4470; 2608; 4645; 1600; 5515; 1854; 1497; 2017; 2387; 4890; 4305; 3239; 2024; 5453; 5624; 2707; 2452; 9270; 3596; 6299; 3482; 4115; 3850; 3206; 1545; 6023; 5641; 4191; 2870; 
2400; 5868; 8158; 6321; 6773; 10845; 5743; 5080; 9306; 4130; 4839; 8522; 7082; 9419; 7372; 9494; 7162; 6149; 12022; 4402; 5861; 6041; 4401; 9020; 7547; 10474; 6872; 6778; 8494; 5846; 6387; 8672; 11686; 6095; 8116; 8795; 7709; 9638; 5643; 7859; 11042; 6309; 11984; 8344; 8300; 6559; 5028; 8520; 6932; 5085; 10437; 2189; 4576; 3535; 3216; 4411; 3150; 2446; 3623; 1906; 2685; 3939; 5350; 5642; 4342; 3887; 5146; 3085; 3170; 2262; 2605; 3293; 1633; 2839; 4585; 7476; 2463; 2850; 5363; 4229; 2077; 2291; 4216; 2546; 5776; 3466; 1913; 4045; 2817; 5085; 5241; 2694; 6453; 6412; 3671; 3708; 3192; 3068; 3261; 2727; 4350; 
2500; 8019; 8747; 7259; 6535; 6959; 11593; 5286; 6877; 8424; 6717; 8155; 12985; 8514; 9337; 12408; 6920; 9933; 5774; 5607; 9443; 12372; 8700; 9205; 13403; 7015; 9539; 5209; 14265; 11437; 8330; 3634; 3729; 10317; 11769; 6160; 7087; 7081; 6761; 6124; 6792; 9360; 5651; 10437; 6612; 4655; 6997; 9473; 5961; 8572; 11093; 4102; 5573; 3541; 2628; 3859; 6039; 2231; 3432; 4694; 2374; 6056; 6315; 4232; 3574; 7398; 4065; 4223; 3245; 3968; 6107; 4555; 2495; 3439; 4530; 3305; 2782; 2967; 5710; 4880; 4492; 2080; 1920; 5514; 7323; 4836; 3939; 3036; 4352; 3785; 4092; 4306; 3208; 6437; 4224; 2462; 4549; 5826; 2262; 5347; 6964; 
2600; 7690; 7213; 4289; 7019; 4393; 9584; 7856; 8220; 5322; 8601; 9217; 6726; 10139; 7241; 8802; 12386; 9096; 6346; 11520; 8717; 5856; 9923; 7373; 5667; 5821; 9001; 10319; 3755; 7901; 6591; 7909; 4914; 5829; 3751; 8704; 4925; 7603; 5534; 4207; 7235; 4204; 5100; 5777; 7965; 8662; 9438; 12651; 4539; 7221; 7906; 3104; 2991; 2940; 2544; 2337; 5541; 4603; 3623; 3300; 3070; 5067; 3650; 7892; 3038; 2947; 7296; 2902; 4300; 3651; 3074; 2441; 2952; 4385; 2938; 3863; 3025; 4937; 2479; 2909; 3895; 4918; 2887; 3362; 2462; 4559; 3005; 2795; 2305; 3168; 4100; 3106; 2694; 2404; 2458; 3396; 4237; 7980; 2413; 4586; 3624; 
2700; 8365; 7466; 10589; 7941; 7709; 6997; 8204; 9467; 11345; 7479; 14628; 12006; 5846; 12760; 6319; 6549; 8287; 16077; 13154; 6913; 7859; 8365; 10167; 16356; 7469; 7023; 10610; 6389; 8864; 12598; 5295; 5726; 13554; 7217; 10331; 4472; 5324; 10141; 12068; 14434; 7220; 8218; 7286; 8403; 9825; 12080; 7747; 6812; 11588; 5826; 4954; 3046; 5590; 4270; 2935; 4384; 3929; 6093; 2865; 3376; 6496; 4892; 3550; 5975; 3211; 4290; 2949; 4793; 9359; 3123; 5707; 5634; 5191; 9297; 4007; 3603; 7873; 4368; 4611; 6003; 3194; 3192; 8033; 1584; 4030; 1978; 3376; 4718; 7355; 8406; 2391; 4961; 3429; 6146; 2806; 4487; 3910; 2896; 6236; 3372; 
2800; 6795; 8114; 6203; 11324; 7476; 9178; 9035; 9973; 8980; 13251; 9796; 12548; 7259; 8747; 4940; 10877; 11580; 7258; 9569; 6151; 10446; 8835; 6743; 9095; 7948; 10416; 11173; 9412; 6021; 8314; 6305; 8545; 8386; 8009; 12060; 7447; 7620; 8633; 10551; 6667; 12131; 7937; 10235; 8212; 10251; 9230; 7728; 6258; 6226; 10254; 2669; 2981; 4149; 6856; 2950; 4846; 4239; 4309; 4323; 5752; 2445; 8402; 3078; 4914; 2587; 4260; 4740; 4367; 3143; 2732; 5469; 2788; 3490; 3422; 4706; 6138; 5022; 5621; 3839; 4570; 4409; 3373; 5776; 4133; 5359; 2916; 3633; 7323; 4753; 2672; 6901; 4322; 3885; 4255; 8972; 7570; 5930; 3570; 4263; 7329; 
2900; 7943; 11291; 6814; 10728; 10043; 7799; 5190; 8473; 9497; 10541; 8606; 7697; 7802; 8420; 8038; 9060; 12152; 6301; 9095; 20003; 10920; 12920; 6181; 6787; 9835; 8882; 5166; 10699; 8906; 8646; 11260; 6826; 15908; 9990; 10116; 17748; 16449; 9598; 9952; 7436; 7913; 8725; 4400; 5593; 9324; 11922; 12741; 12139; 13547; 11927; 3963; 5259; 2362; 4763; 2589; 2584; 2838; 3485; 5831; 4373; 4764; 2259; 2709; 5499; 4095; 4269; 7447; 2479; 5265; 9170; 3053; 3446; 3546; 3184; 3619; 6516; 1880; 4964; 7162; 4334; 5566; 2437; 9091; 7805; 3416; 11066; 5712; 3574; 5576; 4716; 4443; 4083; 2641; 1967; 5077; 6116; 8721; 8863; 3920; 7474; 
3000; 8617; 7455; 6417; 14422; 9641; 8831; 6360; 9379; 10599; 6605; 17184; 19099; 6731; 8689; 5241; 10917; 5156; 10008; 8524; 5706; 8486; 7595; 6922; 7576; 12623; 8886; 12964; 6758; 7214; 5556; 8941; 6980; 11046; 10238; 7202; 13457; 11067; 7790; 5725; 6307; 9789; 8253; 10881; 13348; 9459; 8276; 9555; 8405; 8693; 10602; 5823; 3122; 3038; 9014; 5588; 3782; 3186; 6028; 3423; 1468; 11122; 14373; 2583; 5362; 1884; 8242; 1848; 4276; 4198; 2923; 4281; 2493; 2514; 3244; 9486; 4786; 9324; 1234; 3680; 2025; 5048; 2375; 8048; 6458; 3137; 10277; 6987; 4514; 2606; 2495; 2438; 2897; 6734; 7623; 4967; 4386; 6780; 3835; 5986; 7648; 
3100; 12076; 14903; 13113; 17372; 7859; 9098; 10940; 9323; 7032; 17589; 6579; 5274; 5513; 14023; 9554; 11342; 18036; 16320; 12249; 5030; 5590; 6557; 7579; 9169; 4745; 4611; 10361; 13242; 6510; 9983; 8486; 5663; 9543; 6482; 7212; 12391; 9496; 17063; 6855; 16565; 8397; 17171; 9514; 8736; 9543; 6499; 14363; 6318; 8810; 10852; 6879; 8189; 7263; 6755; 3523; 4133; 5009; 3795; 3910; 11052; 2889; 2471; 2951; 9783; 5011; 8082; 12167; 6737; 7185; 2267; 2404; 3089; 4195; 3821; 1919; 2025; 4309; 8452; 2852; 4516; 4041; 2668; 3695; 1399; 4919; 5928; 5057; 7736; 3779; 6044; 5117; 7712; 4804; 2908; 1892; 1385; 10644; 1834; 2544; 2192; 
3200; 7001; 8110; 9267; 15259; 14574; 8246; 6431; 9134; 7855; 8151; 6077; 10718; 4867; 10892; 7729; 7114; 19091; 8321; 6857; 11915; 14694; 5758; 6337; 17644; 5969; 8317; 6707; 9996; 9771; 7526; 12123; 9985; 9297; 15048; 13056; 9950; 10896; 6797; 9340; 8865; 8068; 9610; 12781; 8950; 17087; 8723; 11926; 8429; 8115; 10012; 4886; 3464; 3221; 6583; 10706; 3700; 3427; 4116; 4187; 2921; 3549; 5754; 2844; 5965; 5794; 4044; 10824; 5168; 3550; 5279; 8556; 2827; 3633; 5564; 3060; 4157; 4666; 3490; 5922; 3766; 5583; 3919; 5020; 7840; 8290; 5046; 4610; 2790; 6051; 4865; 5453; 3806; 4381; 3702; 10634; 3849; 5839; 3082; 5432; 4503; 
3300; 9631; 9206; 7311; 10150; 13063; 15941; 8529; 6508; 9810; 8269; 6813; 5875; 5854; 5042; 7036; 13531; 12710; 7327; 9963; 14971; 6641; 4381; 11298; 7001; 9434; 5857; 7546; 14466; 11814; 7488; 5655; 5509; 12431; 8305; 6797; 11721; 10397; 7538; 6059; 9537; 7363; 8454; 15426; 6048; 6600; 8516; 7867; 6732; 7081; 9068; 769; 6404; 2676; 3755; 7115; 7116; 4314; 2775; 5646; 1826; 3394; 2383; 2356; 1917; 2635; 7293; 6487; 3172; 4799; 6634; 3131; 1058; 5660; 2783; 3522; 1918; 3848; 8555; 8026; 1187; 1782; 2169; 7973; 4506; 2993; 8130; 5874; 3657; 2046; 5229; 4080; 4742; 9757; 1932; 3311; 2635; 4633; 3667; 3856; 5367; 
3400; 10531; 11460; 9346; 10134; 10239; 12003; 12912; 12007; 8074; 13759; 6071; 8947; 8454; 17503; 5723; 10096; 11230; 16047; 13899; 17028; 10318; 11779; 13618; 9255; 9355; 10666; 9319; 17859; 20433; 6872; 12032; 9208; 6810; 13880; 9350; 9377; 10839; 9588; 14359; 10358; 9073; 6470; 11023; 10289; 9352; 9759; 8739; 11963; 8845; 8295; 3267; 5436; 5974; 5117; 2378; 5605; 7641; 7939; 3477; 7279; 3540; 5197; 4169; 11111; 1966; 4175; 5563; 8686; 8172; 6747; 6153; 6177; 4211; 4024; 5012; 7295; 3283; 5241; 12128; 2996; 8493; 4706; 3120; 2479; 4195; 6132; 4725; 4901; 3772; 7042; 4941; 2578; 6620; 7413; 2376; 2578; 4105; 6881; 4464; 4061; 
3500; 9520; 10495; 9828; 11666; 10258; 6828; 11060; 9606; 8925; 8967; 8716; 6744; 13783; 14172; 9182; 13327; 9654; 23880; 6787; 8738; 13858; 9629; 16311; 23725; 7808; 13372; 16192; 11129; 12364; 10475; 12306; 13136; 18063; 11416; 11829; 18008; 18552; 19521; 13449; 14852; 12304; 9944; 14955; 9843; 12658; 13007; 9492; 6409; 15584; 8495; 3811; 4390; 4538; 4635; 2770; 2279; 4436; 4634; 4004; 4016; 4694; 4419; 7241; 5815; 4125; 6496; 3368; 12298; 2146; 5391; 8452; 4207; 5757; 9120; 4143; 6237; 10673; 4122; 4068; 6425; 7663; 7823; 7667; 3258; 7623; 10236; 6565; 12313; 5845; 3967; 8164; 6027; 9265; 2592; 6186; 7201; 3689; 2406; 10754; 4628; 
