n; comparisons; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; swaps;
3600; 5020; 8666; 10684; 10665; 12046; 5778; 7271; 5037; 6911; 7716; 9723; 4968; 7985; 17588; 6085; 4330; 5412; 10646; 10671; 5798; 5575; 5621; 4183; 4502; 6269; 4396; 4461; 5790; 12282; 4676; 5011; 8655; 4499; 7817; 6665; 8093; 7220; 4760; 10351; 3771; 7029; 7683; 6627; 4927; 4633; 7305; 4775; 10197; 5021; 9880; 3670; 3888; 3692; 3670; 3618; 3781; 3657; 3678; 3870; 3905; 3641; 3630; 3807; 3801; 3711; 3679; 3604; 3586; 3649; 3623; 3648; 3600; 3717; 3676; 3805; 3782; 3789; 3725; 3626; 3797; 3812; 3673; 3612; 3676; 3605; 3634; 3819; 4111; 3580; 3574; 3632; 3651; 3608; 3669; 3726; 3613; 3633; 3594; 3963; 4609; 
3700; 22080; 17557; 13909; 7936; 6127; 10183; 14089; 17412; 11974; 17226; 12324; 10446; 8125; 12008; 7910; 7908; 7483; 13764; 24157; 8579; 9463; 6780; 11999; 14645; 15218; 13809; 10617; 9376; 14687; 16634; 12808; 19717; 9061; 7802; 12931; 14111; 11147; 13307; 13229; 13848; 8893; 16463; 10552; 14495; 9716; 12937; 22029; 7464; 14627; 13507; 11449; 7973; 5893; 3937; 2955; 4550; 7359; 9634; 5993; 8011; 6672; 8054; 3847; 8578; 4167; 4506; 4526; 5684; 9259; 3363; 7059; 3262; 4671; 5661; 8961; 4188; 4757; 4159; 7293; 11215; 4519; 15266; 6589; 4615; 6840; 4953; 3829; 6859; 7920; 7383; 3763; 10843; 4948; 4093; 5490; 6838; 9767; 4007; 5158; 9418; 
3800; 22772; 10401; 9011; 11816; 16261; 20268; 7793; 11648; 18505; 11831; 6622; 11198; 8668; 12840; 11649; 14419; 15063; 7271; 13180; 10424; 25159; 11167; 9984; 7106; 12952; 14954; 8777; 20450; 14713; 12327; 17362; 14885; 13329; 11773; 10597; 17106; 6969; 11637; 11875; 15726; 7941; 18083; 6253; 11421; 8766; 16785; 10689; 10936; 9676; 18182; 10116; 5895; 5596; 6577; 7366; 8562; 5101; 7664; 11377; 4163; 3064; 4158; 4125; 7423; 7912; 3809; 5691; 4041; 7505; 6073; 13357; 3019; 5275; 4193; 7894; 8458; 4700; 8703; 3059; 7754; 6749; 8216; 5468; 4935; 7002; 4802; 4018; 5782; 4170; 3106; 4070; 5470; 3419; 6246; 5765; 6333; 3800; 4808; 3526; 8201; 
3900; 8706; 12338; 6975; 11540; 12136; 11837; 11062; 8756; 18307; 9110; 14693; 15462; 14942; 15467; 10931; 11388; 14743; 19723; 13749; 11501; 13678; 21579; 11818; 21659; 7012; 13510; 11233; 15707; 16100; 19917; 8335; 16695; 7975; 10328; 17645; 13707; 12547; 9540; 8273; 11469; 17164; 12447; 13687; 10783; 11552; 13127; 7551; 6157; 12630; 14265; 3930; 3931; 5084; 8985; 5763; 6306; 3961; 5628; 5944; 2948; 7884; 5968; 9192; 10133; 5342; 4803; 7492; 8420; 6630; 3993; 6998; 9937; 4781; 9263; 3728; 9359; 4861; 7117; 8767; 7418; 2829; 6964; 5118; 4890; 5803; 10450; 5691; 4274; 4646; 5274; 12784; 7496; 10172; 4607; 7779; 9200; 4260; 3245; 4248; 6877; 
4000; 10245; 11198; 8292; 9891; 9696; 11577; 15092; 13423; 7425; 8389; 6003; 7506; 10643; 11122; 12765; 11128; 12231; 9113; 6234; 14952; 8846; 13339; 6886; 14230; 10769; 10131; 9186; 8636; 7087; 9087; 13436; 6714; 8200; 5102; 11705; 11579; 15246; 7856; 9773; 9236; 19649; 17919; 5534; 6614; 5056; 8194; 12783; 6943; 14403; 8409; 6052; 5924; 3959; 5773; 5112; 7277; 7568; 6883; 3248; 3735; 1281; 3236; 5929; 6839; 8440; 6674; 8258; 5081; 1870; 8398; 4059; 7964; 1770; 10438; 2811; 5709; 4362; 4865; 2052; 5017; 8688; 2941; 4294; 1268; 3736; 2323; 11168; 3295; 4842; 4276; 14177; 9544; 1712; 2281; 800; 4361; 7084; 2635; 6779; 4604; 
4100; 10512; 16923; 12559; 10934; 10769; 10606; 16880; 11591; 8640; 12745; 14410; 9533; 20576; 12130; 7322; 12655; 14366; 13248; 9716; 9972; 13388; 18941; 15449; 9137; 16985; 14752; 6117; 15494; 16332; 13637; 13394; 8561; 9974; 14286; 9601; 14882; 17302; 10583; 15393; 16925; 11961; 11496; 9165; 8536; 7332; 10714; 12664; 8573; 18644; 11177; 2502; 8493; 6820; 6500; 6264; 6109; 8869; 5862; 2548; 5054; 7409; 4079; 5599; 7209; 3027; 4028; 6253; 5087; 4959; 5390; 6033; 8463; 8207; 2617; 9922; 9046; 2536; 10504; 5019; 6919; 10162; 5425; 2758; 6522; 5452; 8286; 6764; 6203; 8825; 6473; 2749; 4819; 3719; 2128; 3477; 6403; 8715; 5085; 10486; 6006; 
4200; 11812; 10548; 9017; 9811; 17066; 11655; 9384; 17057; 15641; 8323; 11554; 7273; 10366; 19290; 8828; 18160; 17090; 18105; 10692; 8903; 15127; 10699; 12058; 9264; 10099; 6645; 12807; 14611; 16882; 7117; 13071; 10688; 8195; 14870; 10911; 12929; 12267; 10497; 8822; 10749; 14284; 10746; 9168; 19536; 12110; 11224; 15275; 7129; 6048; 9983; 8967; 7421; 4803; 5648; 10319; 4156; 7858; 8378; 9890; 5315; 7207; 4930; 4602; 8504; 4028; 6524; 7137; 9058; 3830; 4848; 4344; 4594; 5032; 4289; 4987; 3932; 5114; 6047; 8139; 4647; 5033; 5934; 4614; 7668; 5166; 7521; 8907; 4540; 6327; 4121; 8917; 3734; 3685; 6459; 7725; 4470; 3711; 4108; 4129; 4442; 
4300; 12004; 15832; 11395; 11368; 7153; 11474; 11033; 14100; 12418; 6468; 19323; 7918; 17980; 11043; 7804; 10116; 9560; 13383; 10460; 20291; 13547; 17381; 9684; 12033; 14291; 9230; 8524; 12143; 11564; 9145; 5787; 10380; 6972; 9587; 12098; 13908; 16604; 14197; 8320; 11070; 8211; 7979; 13762; 12262; 20360; 10501; 12789; 8676; 6959; 8640; 5131; 7395; 4901; 4442; 4598; 4119; 4952; 8004; 4496; 4074; 14767; 3902; 8358; 7953; 6010; 6588; 4573; 4951; 8507; 11935; 7325; 11351; 6702; 5393; 7053; 4322; 4490; 8646; 8236; 4513; 4113; 7245; 5189; 4547; 3928; 8418; 6171; 5188; 4219; 6106; 5103; 5075; 4419; 4596; 6659; 4160; 4025; 5102; 4547; 4036; 
4400; 7485; 12158; 13460; 4715; 8280; 13164; 6901; 6581; 6653; 6029; 7578; 9204; 7549; 5738; 7952; 5149; 6268; 8306; 14556; 4672; 6786; 8127; 9176; 8608; 12411; 4941; 5549; 16842; 15459; 6423; 8252; 11841; 5379; 5536; 6957; 8611; 8259; 5753; 6258; 4975; 7614; 10097; 10044; 11040; 10925; 11176; 4760; 15598; 11818; 6248; 4492; 4489; 4444; 4427; 4539; 5866; 4442; 4729; 4645; 4461; 4672; 4536; 4439; 4483; 4425; 4478; 4757; 4576; 4508; 4443; 5235; 4854; 4480; 4514; 4396; 4395; 4480; 4568; 4860; 4561; 5178; 5579; 4457; 4414; 4397; 4496; 4406; 4489; 4713; 4532; 4436; 4400; 4546; 4781; 4471; 4527; 4452; 5482; 4814; 4494; 
4500; 15003; 15526; 15315; 7615; 13816; 15440; 16344; 14618; 20764; 12405; 13844; 12124; 14459; 21936; 11891; 10923; 14718; 9722; 15656; 20371; 12970; 16576; 15252; 11245; 8991; 15582; 12878; 18394; 16816; 23620; 9612; 17519; 9400; 12830; 12370; 9283; 6851; 13248; 7598; 16702; 13541; 7914; 14352; 10033; 12574; 15238; 28251; 16430; 16270; 12857; 5614; 10215; 10487; 2888; 6016; 8490; 9026; 5759; 9498; 5988; 9250; 7981; 5692; 12667; 7803; 5671; 8513; 5012; 9906; 10574; 5925; 7573; 6236; 3680; 5317; 8155; 7137; 12968; 11309; 11039; 4703; 8408; 5496; 1918; 5206; 3544; 2992; 6392; 4193; 10484; 9369; 4155; 8722; 2625; 8793; 4505; 9796; 9622; 7052; 4776; 
4600; 17054; 14631; 7522; 13339; 14094; 7851; 15300; 11935; 11301; 12569; 11772; 6074; 11413; 17067; 13142; 8178; 15774; 12363; 17402; 7994; 24381; 12458; 9498; 11480; 10655; 7292; 23562; 8263; 12997; 23752; 9068; 11827; 16686; 15344; 8050; 7881; 7973; 18821; 11793; 11056; 22790; 10456; 10178; 11257; 12407; 19398; 8228; 15780; 9829; 8871; 8110; 3999; 1706; 7462; 9462; 2087; 7069; 6553; 4844; 8133; 7486; 1248; 6324; 10264; 7927; 2657; 9978; 6776; 9854; 2953; 15387; 5836; 3928; 7193; 5915; 2526; 13555; 3434; 6709; 15229; 4629; 6981; 10280; 5775; 3160; 3558; 3729; 9593; 6915; 6131; 15567; 5237; 3531; 5860; 7254; 10437; 3870; 6527; 3828; 2960; 
4700; 11054; 7612; 8212; 10595; 13909; 15001; 12003; 10001; 14304; 20032; 10433; 9580; 10419; 10521; 13417; 9592; 6971; 10385; 13024; 13352; 13426; 14200; 12644; 14141; 15432; 13938; 18462; 13382; 11031; 16150; 23670; 16146; 18655; 8126; 7247; 11539; 12626; 10543; 8331; 22057; 8904; 12719; 7798; 18004; 9867; 18890; 10787; 14224; 14096; 13713; 5222; 4785; 4888; 6567; 6246; 9029; 4592; 6781; 6005; 7000; 6717; 5239; 5073; 4708; 4811; 8480; 5297; 6203; 9086; 6286; 5579; 9494; 6940; 6382; 5338; 6897; 6433; 6674; 4829; 5740; 13271; 7197; 10398; 5429; 4615; 4863; 5917; 5394; 6133; 10481; 5048; 5979; 6021; 9427; 4694; 7281; 5558; 5963; 7053; 4758; 
4800; 10029; 27818; 11746; 9555; 7800; 15531; 13333; 15942; 19206; 7861; 14140; 16296; 16744; 7575; 15067; 13136; 15552; 6401; 16250; 10595; 16385; 7811; 17467; 14514; 17997; 10098; 11780; 11361; 8947; 10454; 10551; 21944; 17187; 11255; 21856; 9210; 12047; 10497; 16618; 14716; 20133; 11118; 10067; 17191; 11657; 25860; 7000; 12851; 9468; 12743; 6977; 8132; 7521; 5599; 4949; 7838; 5181; 8686; 9519; 6314; 6584; 9529; 4494; 5019; 7421; 6142; 9019; 4736; 5672; 5629; 8244; 5752; 6184; 6678; 5567; 5948; 6072; 5203; 4761; 4728; 6082; 7656; 8479; 9601; 4678; 6139; 9047; 5572; 8434; 8839; 5784; 6544; 5740; 13801; 6003; 13821; 4823; 6287; 4965; 6231; 
4900; 16894; 8933; 12198; 20200; 10698; 9966; 17662; 12539; 14070; 7968; 10521; 8135; 12295; 16042; 13906; 11475; 15405; 14958; 9279; 10571; 11527; 15174; 12153; 12714; 15204; 17961; 15130; 10482; 14521; 18647; 8766; 13045; 9806; 13323; 10598; 15172; 6425; 11954; 5758; 14759; 19266; 7548; 16527; 13240; 6229; 21032; 8298; 20650; 9181; 8790; 10735; 2350; 6549; 10152; 5912; 1200; 10707; 6773; 8544; 2043; 5191; 2118; 8044; 7974; 8902; 5147; 10152; 8998; 3867; 4542; 2595; 7107; 2278; 7730; 5007; 8697; 9073; 5291; 8032; 10802; 4143; 7577; 2376; 7717; 5080; 7898; 1796; 5079; 1477; 5740; 5686; 2843; 7048; 8733; 1363; 6542; 3586; 11920; 3234; 3657; 
5000; 11562; 17242; 9814; 18728; 15565; 10154; 10296; 12128; 13484; 24002; 10117; 10956; 24171; 15299; 12478; 17768; 17135; 13043; 21197; 10229; 11162; 22337; 15204; 11049; 16116; 11391; 22166; 15219; 19806; 12446; 21457; 16937; 17001; 14951; 12533; 16958; 9245; 13651; 24416; 28624; 17066; 20357; 12835; 13516; 21368; 13475; 14777; 13451; 17590; 11559; 5622; 11457; 3603; 10964; 8758; 3367; 3106; 6765; 2526; 8813; 3662; 4938; 10765; 6469; 6935; 9586; 7545; 3401; 13579; 4297; 5025; 12371; 7969; 5262; 10406; 4705; 13396; 10769; 4362; 7482; 11070; 9172; 5943; 7541; 6102; 9558; 3899; 7089; 6504; 15177; 9883; 12695; 7524; 8268; 7195; 4133; 7624; 5703; 12073; 6014; 
5100; 10724; 19570; 16443; 11755; 13336; 7223; 6904; 7565; 16115; 15488; 19675; 24272; 11613; 9631; 6710; 10916; 9593; 8824; 12621; 17091; 10359; 14346; 10103; 10044; 15895; 8515; 17144; 16261; 16330; 13562; 10246; 16979; 9052; 9840; 11774; 19560; 13206; 11659; 9207; 21528; 11926; 8399; 11251; 17205; 8850; 12877; 15370; 9470; 8989; 9373; 4502; 8377; 7898; 5500; 6250; 1795; 1478; 1983; 6853; 10112; 14237; 13619; 4660; 3636; 1664; 5539; 3711; 2966; 7431; 10438; 3494; 9157; 3994; 2972; 9996; 3151; 11436; 5697; 6067; 7511; 5528; 6914; 2773; 4330; 6576; 9546; 7808; 5141; 3605; 10511; 5290; 2277; 5616; 9026; 3182; 6865; 9186; 3545; 4127; 4217; 
5200; 22877; 15624; 13780; 22480; 19028; 21721; 18883; 21909; 22497; 18378; 24784; 16842; 25599; 16837; 15466; 11685; 17717; 13448; 12252; 21759; 14771; 11857; 18690; 23679; 18214; 17850; 13220; 20161; 14899; 16508; 17807; 15779; 10149; 17855; 20120; 12392; 11536; 20761; 14275; 17685; 14373; 17129; 14762; 17511; 27856; 14351; 15573; 15598; 16432; 18121; 5311; 8161; 4751; 14322; 11055; 8649; 7681; 14834; 10231; 6447; 11440; 9812; 12543; 12606; 6878; 7840; 7152; 8976; 7348; 12875; 6258; 4611; 6486; 4574; 7561; 11557; 4380; 12302; 10884; 11384; 7787; 6060; 5220; 8394; 12007; 4734; 6133; 9203; 7487; 7717; 11608; 7346; 7732; 9758; 14491; 5761; 9076; 4582; 9612; 7424; 
5300; 7474; 6314; 16755; 9329; 17629; 17776; 9818; 13318; 14262; 8590; 10925; 19385; 18293; 14458; 6865; 14103; 15141; 11540; 11198; 13571; 8369; 22679; 17761; 13115; 6440; 11627; 16191; 22836; 8505; 9192; 14284; 26452; 16407; 21441; 11612; 11745; 8104; 14570; 10167; 9972; 24026; 11286; 20512; 13795; 25038; 16345; 11121; 10197; 27215; 21819; 5974; 4798; 4957; 5968; 8170; 6457; 5914; 7199; 6981; 5142; 6978; 9941; 10524; 5456; 5340; 6065; 5697; 8368; 5919; 5503; 5742; 5799; 10297; 5383; 4658; 5691; 4946; 10956; 5212; 5517; 6450; 12332; 9048; 14376; 5137; 6472; 6457; 10808; 5740; 6006; 9795; 6098; 7652; 9597; 5976; 7819; 7359; 6946; 7070; 14269; 
5400; 11180; 21224; 14592; 17688; 14314; 14730; 19508; 22713; 12998; 17921; 16203; 19525; 14740; 13481; 23604; 22519; 30607; 12706; 25846; 12929; 13693; 13734; 18513; 21440; 9044; 10837; 15223; 14335; 16030; 15039; 18802; 22566; 14736; 8402; 12156; 11667; 21736; 18088; 16399; 19357; 11743; 16937; 25524; 23597; 22885; 26558; 10222; 26530; 21189; 25986; 4801; 13864; 8363; 8655; 5349; 5217; 10621; 14772; 5930; 8998; 7618; 9881; 8947; 4453; 8589; 10986; 16464; 6457; 16911; 6713; 7725; 4863; 10227; 8408; 5365; 4206; 6450; 7325; 11216; 6738; 4943; 13665; 7608; 4733; 6959; 5546; 11559; 9093; 5096; 10940; 8263; 6264; 11645; 13788; 10521; 13790; 5841; 9745; 13398; 13576; 
5500; 16748; 11591; 12242; 17557; 18509; 20683; 19457; 12739; 22885; 15954; 10063; 12970; 10312; 13763; 12113; 17131; 19331; 12456; 9977; 14511; 8718; 16313; 14671; 8965; 13269; 13721; 13152; 11865; 18446; 20310; 14362; 11103; 15477; 26430; 17365; 14316; 10614; 18748; 16238; 12330; 19234; 14661; 11809; 22931; 12030; 8860; 13952; 13819; 20647; 29092; 6085; 9609; 9540; 11282; 7790; 10984; 5776; 5322; 9133; 6624; 6746; 5978; 6169; 7925; 7392; 7876; 4480; 6075; 6029; 11274; 5426; 7453; 11856; 6116; 10460; 6833; 5191; 6249; 15352; 6323; 8643; 8817; 8466; 13503; 5549; 8038; 8759; 5834; 6715; 8643; 5365; 8134; 7509; 12241; 7344; 5716; 6501; 7346; 14564; 7744; 
5600; 8037; 20721; 8804; 11956; 13001; 9917; 12408; 6380; 17887; 18065; 12260; 10762; 11846; 11072; 7823; 9915; 10444; 14034; 8486; 13149; 10659; 19832; 13758; 10423; 7199; 12436; 14316; 18721; 27562; 7579; 8562; 14543; 10757; 14182; 8386; 6274; 18079; 9044; 8365; 7461; 13603; 10033; 11239; 10988; 15709; 16188; 8268; 9044; 9440; 7561; 5621; 5611; 5655; 5620; 5610; 5630; 5632; 5609; 5614; 5607; 5607; 5607; 5607; 5642; 5612; 5655; 5608; 5608; 5604; 5618; 5613; 5621; 5603; 5609; 5619; 5613; 5613; 5606; 5615; 5610; 5610; 5614; 5649; 5611; 5641; 5605; 5615; 5617; 5609; 5620; 5609; 5607; 5611; 5610; 5615; 5607; 5610; 5616; 5611; 5618; 
5700; 22987; 28631; 16483; 13570; 14757; 20113; 16121; 16621; 17361; 20239; 23019; 40577; 19507; 14879; 22586; 24066; 21391; 27950; 9892; 16192; 24934; 12793; 12012; 22269; 18777; 24818; 17032; 14865; 31808; 24088; 18696; 22354; 24480; 32596; 19965; 19720; 13471; 16084; 28236; 19177; 29812; 24041; 23818; 18060; 32588; 22174; 12602; 18652; 17939; 28482; 7253; 20390; 5134; 7585; 7938; 7848; 10944; 10200; 10646; 10821; 15664; 11071; 10146; 6754; 14970; 11346; 11714; 17089; 3199; 9116; 9670; 6063; 6706; 9439; 6176; 9146; 7677; 5986; 12058; 15937; 7685; 7710; 9621; 11915; 12695; 9301; 5953; 6496; 12993; 10337; 13189; 15946; 11035; 10350; 21662; 15171; 7955; 6609; 10937; 15006; 
5800; 21992; 18465; 21668; 19228; 15178; 18312; 22127; 23849; 13977; 16336; 30043; 22266; 21658; 22083; 28661; 12138; 17393; 21595; 14585; 17380; 29294; 25116; 15929; 16837; 17136; 22246; 15957; 23380; 33232; 17075; 20017; 21086; 16626; 21033; 18354; 19962; 11359; 27718; 22768; 16823; 13393; 27114; 25036; 20553; 20462; 16182; 25685; 17943; 20783; 16867; 9502; 13115; 10512; 10377; 7899; 6256; 10168; 8311; 8419; 4697; 14018; 9845; 15900; 11959; 10681; 6850; 7426; 11351; 7892; 9772; 19825; 13999; 7846; 9198; 13126; 8235; 10523; 14994; 22324; 10213; 10451; 8953; 10130; 11865; 10970; 13863; 5989; 17353; 18623; 11705; 4053; 16493; 15304; 6511; 15434; 6372; 19188; 5854; 11400; 8142; 
5900; 12714; 15775; 23929; 22619; 20968; 18529; 20723; 26431; 12833; 10122; 10232; 17385; 16073; 13907; 13832; 28647; 18882; 16080; 15903; 29220; 24985; 15643; 19147; 27315; 18953; 19485; 24422; 18530; 15301; 18949; 18464; 24044; 24000; 16778; 14614; 22029; 23445; 10387; 13963; 14817; 15113; 13715; 36947; 23094; 20171; 20211; 14737; 25560; 12214; 22753; 6046; 9617; 12832; 11656; 11981; 13465; 13452; 20248; 6028; 4446; 4185; 9010; 6109; 5188; 3895; 15308; 8677; 4113; 7933; 16747; 18840; 8148; 8853; 15590; 10058; 12602; 14813; 7376; 7592; 10910; 10125; 15626; 14813; 8384; 7470; 7803; 13051; 5038; 5010; 8414; 7846; 8341; 7600; 13809; 10882; 7536; 6372; 11465; 6884; 7814; 
6000; 15830; 25578; 17179; 18128; 24033; 16621; 21085; 16474; 26175; 41844; 18036; 19580; 16295; 11936; 21946; 28587; 24643; 20096; 20430; 21601; 21367; 22815; 22088; 16465; 13947; 25523; 26961; 20016; 15708; 25237; 21629; 19928; 25262; 21028; 16673; 14948; 19203; 19932; 28917; 23786; 13535; 19182; 21352; 9843; 31200; 20821; 21940; 26044; 9241; 15036; 5552; 13474; 9097; 9939; 14877; 5444; 8182; 6573; 16557; 22266; 10579; 7762; 9016; 4458; 8846; 15552; 5762; 12002; 11748; 12642; 15188; 7210; 12470; 9121; 4962; 15663; 4497; 10436; 7611; 17778; 8089; 5467; 14390; 7746; 8598; 6203; 8983; 8083; 14527; 6692; 5115; 10503; 16249; 4866; 11634; 7303; 10610; 7502; 5034; 8021; 
6100; 14616; 20674; 19077; 25885; 16642; 14963; 20482; 28229; 12285; 14172; 23477; 23342; 12288; 17496; 12948; 13453; 12627; 22071; 19211; 9488; 23475; 22234; 27094; 13145; 20463; 13095; 21266; 12044; 9332; 14618; 19223; 14629; 16596; 19426; 21784; 14106; 8265; 14135; 15412; 21623; 32397; 10151; 12457; 20979; 21696; 15306; 16386; 13509; 13541; 25399; 7507; 7803; 6583; 14047; 8589; 10799; 12705; 12582; 5761; 6920; 9940; 11682; 8894; 8176; 5418; 8727; 4897; 8946; 5398; 5741; 7897; 6879; 9449; 6125; 9221; 7004; 8673; 5192; 5167; 7426; 7435; 10567; 9000; 12141; 12080; 8586; 4441; 8148; 9008; 9294; 17141; 6367; 8591; 7136; 13483; 6672; 10812; 5934; 10165; 10530; 
6200; 19324; 18567; 25335; 14451; 20690; 17014; 18295; 19477; 16125; 21553; 18502; 33927; 14272; 20213; 16999; 15081; 15328; 11155; 18301; 21185; 20614; 27452; 20680; 19194; 9716; 10665; 18757; 10194; 21631; 17274; 12151; 14844; 14522; 13910; 8980; 15199; 13644; 24063; 13516; 23633; 9458; 11301; 12170; 9377; 15360; 16693; 13144; 19345; 24849; 7981; 7266; 11678; 19420; 7749; 13331; 10614; 12158; 9419; 8126; 14761; 11237; 17357; 8319; 14178; 9938; 8193; 8622; 3869; 6766; 9818; 11154; 16065; 14649; 12021; 2312; 3795; 10921; 3038; 12134; 9618; 6041; 7087; 1793; 2703; 2430; 6895; 4883; 10140; 6959; 17087; 3660; 4838; 5273; 3285; 2937; 7726; 5572; 10401; 12532; 1658; 
6300; 10799; 13329; 32603; 19970; 26082; 24355; 16292; 23385; 18944; 16157; 10079; 20827; 16743; 27071; 13540; 18242; 15145; 23303; 9569; 23808; 20518; 20886; 21441; 10980; 19656; 13154; 18844; 11311; 18152; 20403; 17867; 11900; 20226; 18221; 14919; 13221; 20094; 10317; 19404; 18978; 11346; 13638; 27231; 20650; 15772; 16159; 13161; 30429; 14474; 29847; 3872; 2933; 22037; 6843; 15019; 11929; 6915; 5775; 12244; 8219; 3771; 6772; 8743; 14465; 5099; 9605; 8052; 12037; 3364; 8389; 9047; 12115; 12689; 4654; 10279; 6949; 8517; 3796; 7515; 12339; 10904; 3079; 12450; 12704; 6722; 5446; 3534; 3929; 11918; 13808; 4437; 2378; 11169; 13480; 8147; 7178; 5847; 12806; 6631; 14930; 
6400; 35526; 24788; 14902; 21562; 26370; 15572; 25141; 16421; 22278; 18851; 21129; 17030; 17408; 25334; 11432; 31450; 23451; 28913; 21899; 31536; 26753; 19159; 15308; 22494; 18450; 14864; 32545; 13792; 20422; 20700; 18994; 16281; 22899; 42271; 22633; 21526; 16706; 17279; 30523; 20734; 12924; 20465; 20073; 33097; 28884; 30178; 26591; 32487; 12284; 31809; 17123; 10717; 7053; 9816; 11384; 6548; 11197; 12222; 16244; 6380; 10409; 8251; 12563; 13008; 4724; 9160; 13243; 12246; 10911; 10627; 12471; 9577; 4102; 8278; 5299; 5673; 20876; 6748; 9251; 11365; 7006; 5474; 8137; 22639; 13067; 11910; 10279; 8188; 12682; 12281; 5211; 8817; 11229; 18824; 5588; 7396; 11913; 14846; 5080; 22191; 
6500; 19901; 21675; 23233; 27210; 25085; 13421; 16518; 34774; 22433; 33244; 21442; 21727; 15529; 17258; 31762; 18472; 14920; 16102; 14283; 33448; 31744; 14732; 32243; 17300; 35516; 23473; 34439; 15943; 10511; 21269; 13677; 17779; 16768; 21127; 21376; 18625; 22476; 18013; 16869; 27466; 27846; 18382; 19839; 23868; 17162; 15790; 12201; 13488; 25004; 24524; 8449; 11923; 13839; 16631; 16938; 6410; 9012; 10305; 7288; 21654; 16095; 7166; 6786; 6644; 24416; 9301; 6201; 10199; 10400; 17319; 21084; 10119; 19886; 6014; 14560; 14145; 17472; 9856; 6148; 11659; 7034; 7861; 9493; 11207; 7551; 12002; 6332; 10223; 9992; 7187; 14163; 9412; 8383; 7209; 8597; 7299; 4248; 9078; 12346; 11557; 
6600; 37556; 26859; 13580; 24909; 22061; 22934; 21304; 16011; 25760; 13495; 19014; 28922; 22374; 14280; 33608; 21751; 22105; 16915; 17986; 21209; 14233; 16247; 24571; 24047; 15414; 21220; 23995; 25011; 11366; 25692; 39811; 18513; 19822; 13766; 24340; 27624; 18754; 21850; 28931; 22427; 13016; 16708; 18561; 21699; 20328; 20696; 16630; 22334; 32826; 19992; 22162; 15047; 7303; 14102; 14429; 8246; 10083; 9639; 14380; 6938; 6782; 14874; 12830; 6802; 15286; 9536; 12319; 6921; 7147; 7816; 7973; 12544; 11486; 10184; 9672; 11265; 17723; 9273; 4286; 14577; 18115; 9453; 9373; 7504; 18569; 19804; 9808; 11297; 12817; 10308; 4756; 7718; 6119; 10514; 9440; 11420; 6865; 12826; 18958; 6103; 
6700; 16697; 11504; 10463; 9963; 13233; 17995; 7423; 16981; 28203; 15531; 15644; 12625; 17960; 22357; 14512; 20220; 11638; 14394; 7963; 9628; 7353; 16584; 12973; 9438; 14434; 16341; 29068; 19333; 11325; 13069; 21275; 18603; 8359; 9803; 19292; 17337; 13383; 11086; 9874; 8173; 15708; 14523; 12412; 23387; 9631; 9003; 20285; 23165; 16974; 19273; 9985; 4068; 3049; 2606; 4651; 5358; 983; 10051; 20188; 7707; 8653; 4894; 10888; 13277; 6870; 13468; 4001; 7855; 1125; 2534; 800; 8023; 6474; 2321; 7914; 8086; 19687; 4147; 4711; 5177; 13722; 11736; 1422; 2817; 11796; 9820; 4216; 2539; 3034; 1633; 7967; 6310; 5516; 13086; 2472; 2493; 11154; 10327; 8269; 12427; 
6800; 29406; 21237; 11172; 21538; 32383; 36666; 12331; 17527; 15720; 26000; 25003; 22813; 20462; 30074; 20499; 33708; 21261; 26194; 25585; 36831; 35406; 26550; 21786; 23669; 27968; 18137; 27673; 17316; 16437; 17958; 14834; 32779; 17644; 24666; 32557; 28210; 23495; 29559; 15461; 28265; 21259; 16272; 30046; 28693; 24129; 13880; 14859; 23626; 17121; 10321; 19772; 14529; 6078; 10816; 12885; 27337; 5520; 6506; 6087; 16769; 14748; 8243; 12766; 17451; 10867; 23589; 10189; 10256; 16414; 16843; 19387; 16815; 13140; 14330; 16091; 9343; 21498; 9395; 5270; 12029; 6272; 19760; 7798; 13548; 17738; 15690; 14890; 19215; 6515; 16678; 4633; 6332; 8805; 20990; 11773; 5896; 6907; 11886; 7864; 4108; 
6900; 24323; 39221; 32854; 14941; 13695; 19293; 20796; 10221; 19693; 24273; 18704; 23787; 21060; 27957; 28170; 26776; 19075; 18698; 36974; 17627; 17088; 20109; 34042; 18789; 21499; 11954; 17935; 23760; 32426; 18106; 21305; 16532; 28193; 15948; 23270; 21024; 22903; 24326; 11495; 21150; 24055; 26143; 15860; 17399; 19900; 29237; 26822; 10928; 19550; 25677; 11834; 16658; 14028; 5594; 7854; 14072; 7807; 5007; 14871; 9335; 12440; 15740; 7658; 8862; 12423; 10545; 10203; 8386; 24451; 10155; 9486; 5637; 14610; 9652; 7184; 6376; 9938; 8797; 15455; 9827; 10417; 9908; 11605; 9590; 10107; 14977; 11364; 9208; 5676; 9892; 12074; 8760; 8286; 13503; 5531; 14006; 12221; 5382; 12924; 13677; 
