n; comparisons; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; duration;
1000; 10; 10; 10; 10; 10; 10; 8; 10; 10; 10; 10; 10; 10; 9; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000999; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,001014; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000987; 0,000000; 0,000000; 0,000000; 0,000000; 
2000; 11; 9; 11; 11; 11; 11; 10; 11; 11; 8; 11; 11; 11; 11; 11; 11; 10; 8; 11; 11; 11; 11; 11; 11; 11; 0,001000; 0,000000; 0,000000; 0,000000; 0,001001; 0,000000; 0,000000; 0,001005; 0,000000; 0,000000; 0,000000; 0,001059; 0,000000; 0,000000; 0,001003; 0,000000; 0,000000; 0,000000; 0,000997; 0,000000; 0,000000; 0,001004; 0,000000; 0,000000; 0,000000; 
3000; 12; 10; 11; 12; 12; 12; 12; 9; 12; 12; 12; 12; 11; 11; 11; 12; 11; 12; 10; 12; 10; 11; 11; 12; 12; 0,000000; 0,001004; 0,000000; 0,000000; 0,001012; 0,000927; 0,000000; 0,001066; 0,000000; 0,000000; 0,000992; 0,000000; 0,000998; 0,000000; 0,001007; 0,000000; 0,000995; 0,000000; 0,000939; 0,000000; 0,000998; 0,000000; 0,001017; 0,000000; 0,000983; 
4000; 12; 12; 12; 12; 12; 12; 12; 12; 12; 12; 12; 12; 12; 12; 11; 12; 12; 12; 12; 12; 12; 12; 12; 12; 12; 0,000000; 0,000999; 0,001004; 0,000000; 0,001066; 0,000000; 0,000993; 0,000000; 0,001011; 0,000999; 0,000000; 0,000993; 0,000998; 0,000000; 0,001001; 0,000000; 0,001013; 0,000000; 0,000990; 0,000994; 0,000000; 0,000940; 0,001017; 0,000000; 0,000985; 
5000; 11; 12; 12; 12; 12; 12; 12; 12; 10; 10; 12; 12; 13; 13; 13; 10; 12; 13; 13; 12; 12; 12; 12; 12; 12; 0,001016; 0,000982; 0,001058; 0,001007; 0,001006; 0,000000; 0,000997; 0,000997; 0,000996; 0,000000; 0,001000; 0,001008; 0,000997; 0,000000; 0,000998; 0,000997; 0,001012; 0,000926; 0,000000; 0,001014; 0,000988; 0,001011; 0,001035; 0,001020; 0,000995; 
6000; 13; 13; 13; 12; 10; 12; 13; 13; 13; 13; 13; 11; 13; 12; 13; 13; 13; 13; 12; 12; 12; 8; 12; 12; 12; 0,001012; 0,000989; 0,000996; 0,001002; 0,000938; 0,001002; 0,002058; 0,000000; 0,000997; 0,001003; 0,000951; 0,000994; 0,002021; 0,000977; 0,000997; 0,001066; 0,001998; 0,000000; 0,000996; 0,000942; 0,001062; 0,001936; 0,000999; 0,000000; 0,002006; 
7000; 13; 13; 13; 13; 13; 13; 13; 12; 13; 13; 13; 11; 12; 13; 12; 13; 12; 13; 13; 11; 13; 12; 13; 13; 13; 0,001016; 0,001043; 0,000998; 0,001006; 0,001004; 0,001995; 0,001005; 0,000995; 0,002002; 0,000996; 0,000998; 0,001012; 0,000988; 0,001938; 0,001060; 0,001013; 0,000998; 0,000989; 0,001005; 0,000996; 0,001002; 0,001000; 0,000998; 0,001003; 0,002009; 
8000; 13; 11; 11; 13; 9; 13; 12; 13; 13; 11; 13; 13; 13; 13; 13; 13; 13; 13; 10; 13; 13; 9; 13; 13; 12; 0,000994; 0,001000; 0,000994; 0,002000; 0,001001; 0,001003; 0,001005; 0,001997; 0,000931; 0,002003; 0,001000; 0,000999; 0,000999; 0,002000; 0,001000; 0,002020; 0,002045; 0,000935; 0,002000; 0,001068; 0,000995; 0,002013; 0,000995; 0,000999; 0,002001; 
9000; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 14; 13; 13; 13; 14; 14; 13; 13; 12; 13; 13; 11; 13; 13; 14; 0,000993; 0,002006; 0,001002; 0,001001; 0,002000; 0,001002; 0,000988; 0,002004; 0,001008; 0,002001; 0,001008; 0,000992; 0,001977; 0,001019; 0,001997; 0,001003; 0,000997; 0,001988; 0,001013; 0,001004; 0,002012; 0,000983; 0,002001; 0,001000; 0,001005; 
10000; 12; 14; 14; 13; 13; 14; 14; 14; 14; 14; 11; 14; 14; 13; 13; 13; 14; 13; 11; 13; 11; 13; 13; 13; 13; 0,001006; 0,002005; 0,000996; 0,001923; 0,002000; 0,002001; 0,001059; 0,002009; 0,002980; 0,002044; 0,001910; 0,002048; 0,001013; 0,002007; 0,002001; 0,001006; 0,001994; 0,001002; 0,001999; 0,000997; 0,002006; 0,001988; 0,001006; 0,001996; 0,001008; 
