n; comparisons; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; duration;
1000; 10; 10; 9; 10; 10; 10; 9; 7; 9; 10; 8; 7; 9; 10; 10; 10; 10; 10; 10; 7; 10; 7; 10; 10; 10; 0,001000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,001003; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000997; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,001002; 0,000000; 0,000000; 0,000000; 
2000; 11; 11; 11; 10; 11; 11; 11; 11; 11; 11; 10; 11; 11; 11; 11; 11; 11; 11; 9; 11; 11; 11; 11; 11; 10; 0,000000; 0,001007; 0,000000; 0,000000; 0,000991; 0,000000; 0,000000; 0,000999; 0,000000; 0,000000; 0,000998; 0,000000; 0,001001; 0,000000; 0,000000; 0,000998; 0,000000; 0,000000; 0,000999; 0,000000; 0,001000; 0,000000; 0,000000; 0,001000; 0,000000; 
3000; 7; 9; 11; 12; 11; 12; 12; 12; 12; 12; 12; 12; 11; 11; 11; 8; 11; 12; 12; 9; 11; 11; 11; 12; 12; 0,001003; 0,001011; 0,000000; 0,000988; 0,000000; 0,000999; 0,000000; 0,001006; 0,000000; 0,001000; 0,000000; 0,001045; 0,000000; 0,000956; 0,000000; 0,000996; 0,000000; 0,001000; 0,000000; 0,000000; 0,000999; 0,000000; 0,001002; 0,000000; 0,000000; 
4000; 12; 12; 12; 12; 12; 7; 12; 12; 10; 11; 12; 12; 12; 12; 12; 12; 12; 10; 12; 10; 12; 11; 10; 12; 12; 0,000000; 0,001001; 0,000000; 0,000999; 0,000000; 0,001001; 0,000999; 0,000000; 0,001007; 0,001034; 0,000000; 0,000963; 0,001058; 0,000000; 0,000997; 0,000000; 0,001003; 0,000992; 0,000000; 0,000947; 0,000000; 0,001001; 0,000998; 0,000000; 0,001081; 
5000; 13; 12; 13; 12; 12; 13; 13; 12; 13; 12; 10; 13; 13; 5; 12; 12; 11; 12; 12; 12; 10; 12; 13; 13; 12; 0,000919; 0,000000; 0,001060; 0,001001; 0,000997; 0,000000; 0,001000; 0,001006; 0,000938; 0,001043; 0,000958; 0,000996; 0,001001; 0,001016; 0,000000; 0,001018; 0,001025; 0,000999; 0,000000; 0,001001; 0,000997; 0,000000; 0,001000; 0,001010; 0,000991; 
6000; 13; 13; 13; 13; 12; 12; 13; 13; 13; 13; 13; 13; 8; 13; 12; 13; 13; 11; 12; 12; 12; 12; 13; 13; 8; 0,001000; 0,001002; 0,000939; 0,001039; 0,000968; 0,000998; 0,001000; 0,001070; 0,001937; 0,000991; 0,001056; 0,001004; 0,000995; 0,001005; 0,001002; 0,000994; 0,000942; 0,001031; 0,000970; 0,001016; 0,000983; 0,001000; 0,001000; 0,001000; 0,000999; 
7000; 13; 13; 13; 10; 13; 12; 13; 12; 12; 12; 13; 13; 12; 13; 13; 13; 13; 13; 12; 13; 12; 13; 13; 11; 13; 0,001000; 0,001000; 0,001000; 0,001000; 0,001000; 0,002000; 0,001000; 0,001000; 0,001000; 0,001006; 0,000999; 0,000998; 0,001001; 0,002011; 0,000988; 0,001002; 0,001086; 0,001977; 0,000996; 0,001001; 0,001005; 0,000995; 0,001004; 0,000931; 0,002005; 
8000; 13; 13; 10; 12; 10; 12; 13; 13; 10; 13; 13; 12; 13; 10; 12; 8; 13; 13; 13; 13; 13; 13; 13; 12; 13; 0,000996; 0,001998; 0,001000; 0,001000; 0,001000; 0,001000; 0,001000; 0,002000; 0,001000; 0,001000; 0,002001; 0,001038; 0,000961; 0,002002; 0,000998; 0,001000; 0,001000; 0,002000; 0,001000; 0,001000; 0,001000; 0,001000; 0,002001; 0,000999; 0,001000; 
9000; 12; 13; 13; 14; 11; 13; 13; 13; 13; 14; 11; 13; 11; 12; 12; 13; 13; 13; 14; 14; 12; 13; 14; 13; 11; 0,001000; 0,001000; 0,002000; 0,001000; 0,001000; 0,002000; 0,001000; 0,002000; 0,001000; 0,001000; 0,002000; 0,001001; 0,001999; 0,001000; 0,002000; 0,001000; 0,001000; 0,002000; 0,001000; 0,001000; 0,002000; 0,001000; 0,001000; 0,002000; 0,001000; 
10000; 13; 13; 14; 14; 14; 12; 14; 14; 13; 13; 14; 14; 12; 13; 14; 13; 12; 14; 14; 14; 13; 13; 13; 13; 13; 0,001000; 0,002000; 0,001000; 0,002000; 0,001000; 0,002000; 0,001000; 0,002023; 0,001977; 0,001000; 0,002000; 0,001000; 0,002000; 0,001000; 0,001000; 0,002000; 0,001000; 0,002000; 0,001000; 0,002000; 0,001000; 0,002000; 0,001000; 0,002000; 0,001000; 
