reps; height;
500; 39; 44; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 41; 39; 38; 44; 39; 40; 39; 42; 
1000; 39; 44; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 41; 39; 38; 44; 39; 40; 39; 42; 
1500; 38; 44; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 41; 38; 38; 44; 39; 40; 39; 42; 
2000; 38; 44; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 41; 38; 38; 44; 39; 40; 39; 42; 
2500; 38; 44; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 41; 38; 38; 44; 39; 40; 39; 42; 
3000; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 41; 38; 38; 44; 39; 40; 39; 42; 
3500; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
4000; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
4500; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
5000; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
5500; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
6000; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
6500; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
7000; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
7500; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
8000; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
8500; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
9000; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
9500; 38; 43; 38; 39; 41; 37; 42; 43; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
10000; 38; 43; 38; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
10500; 38; 43; 38; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
11000; 38; 43; 38; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
11500; 38; 43; 38; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
12000; 38; 43; 38; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
12500; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
13000; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
13500; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
14000; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
14500; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
15000; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
15500; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
16000; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
16500; 38; 43; 37; 39; 41; 37; 42; 42; 42; 42; 36; 43; 40; 38; 38; 44; 39; 40; 39; 42; 
